0.1		634.0		
0.2		634.0		
0.3		634.0		
0.4		634.0		
0.5		634.0		
0.6		634.0		
0.7		634.0		
0.8		634.0		
0.9		634.0		
1.0		631.0		
1.1		679.0		
1.2		825.0		
1.3		928.0		
1.4		928.0		
1.5		852.0		
1.6		714.0		
1.7		624.0		
1.8		585.0		
1.9		580.0		
2.0		516.0		
2.1		389.0		
2.2		344.0		
2.3		390.0		
2.4		487.0		
2.5		600.0		
2.6		677.0		
2.7		680.0		
2.8		681.0		
2.9		682.0		
3.0		722.0		
3.1		849.0		
3.2		893.0		
3.3		893.0		
3.4		894.0		
3.5		848.0		
3.6		721.0		
3.7		546.0		
3.8		583.0		
3.9		463.0		
4.0		428.0		
4.1		499.0		
4.2		496.0		
4.3		418.0		
4.4		319.0		
4.5		277.0		
4.6		271.0		
4.7		272.0		
4.8		322.0		
4.9		381.0		
5.0		428.0		
5.1		493.0		
5.2		504.0		
5.3		503.0		
5.4		503.0		
5.5		562.0		
5.6		617.0		
5.7		657.0		
5.8		701.0		
5.9		730.0		
6.0		727.0		
6.1		657.0		
6.2		576.0		
6.3		523.0		
6.4		522.0		
6.5		526.0		
6.6		532.0		
6.7		534.0		
6.8		538.0		
6.9		540.0		
7.0		540.0		
7.1		539.0		
7.2		537.0		
7.3		537.0		
7.4		534.0		
7.5		533.0		
7.6		536.0		
7.7		522.0		
7.8		563.0		
7.9		564.0		
8.0		564.0		
8.1		564.0		
8.2		565.0		
8.3		566.0		
8.4		565.0		
8.5		566.0		
